bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Chennai,1561.0,5157,8050000
2,Flat,Chennai,993.0,6444,6400000
3,Flat,Chennai,1420.0,5429,7709999
4,Flat,Chennai,2063.0,14106,29100000
5,Flat,Chennai,3765.0,18523,69700000
4,Flat,Chennai,2143.0,8487,18100000
5,Villa,Chennai,3812.0,7765,29600000
4,Flat,Chennai,4046.0,15052,60900000
3,Flat,Chennai,1424.0,6461,9200000
4,Flat,Chennai,2143.0,8655,18500000
3,Flat,Chennai,1765.0,7500,13200000
1,Flat,Chennai,582.0,5348,3110000
3,Flat,Chennai,1278.0,5744,7340000
4,Flat,Chennai,2001.0,8946,17900000
1,Flat,Chennai,319.0,4500,2120000
3,Villa,Chennai,1895.0,7568,14300000
3,Flat,Chennai,1530.0,9150,14000000
2,Flat,Chennai,1126.0,7300,8220000
4,Villa,Chennai,2360.0,7500,17700000
3,Flat,Chennai,976.0,6045,5900000
3,Flat,Chennai,1570.0,14777,23200000
3,Flat,Chennai,2922.0,6500,18900000
2,Flat,Chennai,1004.0,5179,5200000
2,Villa,Chennai,1000.0,5900,5900000
2,Villa,Chennai,1468.0,9070,13300000
5,Villa,Chennai,3177.0,8562,27200000
4,Flat,Chennai,2620.0,22824,59800000
2,Flat,Chennai,1033.0,4500,4650000
4,Flat,Chennai,3252.0,13991,45500000
3,Flat,Chennai,1053.0,6435,9300000
2,Flat,Chennai,885.0,8117,5700000
2,Flat,Chennai,1508.0,9085,12200000
3,Flat,Chennai,1400.0,4762,15000000
2,Flat,Chennai,840.0,6550,4000000
3,Flat,Chennai,1500.0,6500,9880000
2,Flat,Chennai,1000.0,4598,6500000
3,Flat,Chennai,1132.0,5500,5210000
2,Flat,Chennai,941.0,7069,5180000
2,Flat,Chennai,933.0,6299,6600000
3,Flat,Chennai,1192.0,7760,7509999
3,Flat,Chennai,1116.0,13043,8660000
3,Flat,Chennai,1955.0,7828,25500000
3,Flat,Chennai,2095.0,6633,16399999
3,Flat,Chennai,1960.0,4563,13000000
2,Flat,Chennai,1008.0,9035,4600000
2,Flat,Chennai,914.0,4801,11800000
3,Flat,Chennai,1333.0,8000,6400000
3,Flat,Chennai,1327.0,6149,10600000
3,Flat,Chennai,1789.0,8719,11000000
4,Villa,Chennai,2592.0,6195,22599999
2,Flat,Chennai,679.0,13822,4950000
3,Flat,Chennai,1950.0,9167,28500000
4,Villa,Chennai,2400.0,5910,22000000
3,Flat,Chennai,898.0,15204,6300000
2,Flat,Chennai,979.0,5165,14800000
3,Villa,Chennai,2469.0,10299,15500000
4,Flat,Chennai,1801.0,7450,12800000
4,Flat,Chennai,1520.0,12185,25000000
3,Flat,Chennai,1509.0,11000,11200000
3,Flat,Chennai,1666.0,18500,20299999
3,Flat,Chennai,1478.0,8397,16200000
4,Flat,Chennai,2380.0,12000,44000000
3,Flat,Chennai,1310.0,14118,11000000
4,Flat,Chennai,1610.0,9000,27599999
3,Flat,Chennai,1700.0,15500,24000000
3,Flat,Chennai,1095.0,4367,9860000
3,Flat,Chennai,1997.0,4662,30900000
2,Flat,Chennai,1145.0,5221,5000000
3,Flat,Chennai,1673.0,3681,7800000
3,Flat,Chennai,1379.0,6802,7200000
3,Flat,Chennai,931.0,11029,4900000
3,Flat,Chennai,1310.0,7444,8910000
3,Flat,Chennai,1360.0,10750,15000000
2,Flat,Chennai,997.0,4375,7420000
3,Flat,Chennai,1784.0,3333,19100000
2,Flat,Chennai,753.0,5450,3290000
2,Villa,Chennai,750.0,14481,2500000
3,Flat,Chennai,1024.0,15000,5580000
4,Flat,Chennai,1640.0,7168,23700000
4,Villa,Chennai,2795.0,9926,51700000
2,Flat,Chennai,420.0,5500,6340000
2,Villa,Chennai,1616.0,25000,8000000
1,Flat,Chennai,675.0,4574,3710000
4,Flat,Chennai,4368.0,5263,109200000
1,Villa,Chennai,800.0,5128,11000000
2,Villa,Chennai,900.0,20979,5000000
2,Flat,Chennai,650.0,5200,4000000
3,Flat,Chennai,1430.0,4667,30000000
3,Flat,Chennai,1500.0,5455,7800000
3,House,Chennai,1500.0,23529,7000000
2,Flat,Chennai,1100.0,6732,6000000
3,Flat,Chennai,1700.0,12222,40000000
2,Flat,Chennai,817.0,13797,5500000
4,Flat,Chennai,2300.0,16279,33000000
2,Flat,Chennai,680.0,4160,12500000
4,Flat,Chennai,2150.0,9427,35000000
3,Flat,Chennai,1000.0,14706,5200000
3,Flat,Chennai,936.0,3063,11700000
5,House,Chennai,4100.0,7741,15000000
2,Flat,Chennai,820.0,8776,2800000
3,Flat,Chennai,1446.0,20725,11100000
3,Flat,Chennai,2050.0,8887,19000000
3,Flat,Chennai,1328.0,5856,40000000
3,Flat,Chennai,1519.0,6182,13500000
2,Flat,Chennai,780.0,11500,5200000
2,Flat,Chennai,890.0,8549,6800000
3,Villa,Chennai,1857.0,10360,10000000
3,Flat,Chennai,1837.0,5333,21100000
2,Flat,Chennai,896.0,6551,7659999
4,Flat,Chennai,2220.0,5935,23000000
2,Flat,Chennai,645.0,10000,4000000
3,Flat,Chennai,1070.0,17437,8850000
2,Flat,Chennai,686.0,6365,5650000
5,Villa,Chennai,1800.0,5651,20000000
2,Flat,Chennai,947.0,6857,20000000
3,Flat,Chennai,1857.0,8582,11800000
2,Flat,Chennai,1274.0,11200,7200000
2,Flat,Chennai,700.0,15259,4800000
2,Flat,Chennai,1107.0,16730,9500000
5,House,Chennai,5000.0,8467,56000000
4,Flat,Chennai,1865.0,5743,40599999
3,Flat,Chennai,1315.0,20455,22000000
6,House,Chennai,1458.0,4976,25400000
3,Villa,Chennai,1676.0,5517,10200000
5,Villa,Chennai,880.0,5731,18000000
2,House,Chennai,800.0,9500,4200000
2,Flat,Chennai,770.0,8719,4800000
3,Flat,Chennai,1296.0,14835,8000000
3,Villa,Chennai,1000.0,5263,19000000
3,Flat,Chennai,1028.0,12887,12800000
3,Flat,Chennai,1274.0,29032,18900000
3,Flat,Chennai,1800.0,9141,10000000
3,Flat,Chennai,1700.0,6958,25000000
4,House,Chennai,2325.0,5515,90000000
2,Flat,Chennai,769.0,6071,9130000
2,Flat,Chennai,668.0,7000,6200000
1,Flat,Chennai,440.0,17778,3000000
3,Flat,Chennai,1150.0,5711,8500000
3,Flat,Chennai,744.0,7000,7420000
3,Flat,Chennai,1800.0,12500,32000000
3,Flat,Chennai,1786.0,5248,10200000
1,Villa,Chennai,450.0,15792,3500000
2,House,Chennai,1000.0,14815,15000000
3,Flat,Chennai,1080.0,6334,7200000
3,Flat,Chennai,2533.0,15171,40000000
4,Flat,Chennai,2700.0,12500,40000000
2,Flat,Chennai,821.0,5263,5200000
3,Flat,Chennai,1336.0,9266,23500000
2,Flat,Chennai,720.0,42222,4500000
2,Flat,Chennai,900.0,6205,12500000
4,Flat,Chennai,1200.0,9259,7500000
3,Flat,Chennai,1457.0,18450,13500000
3,House,Chennai,2250.0,3518,95000000
3,Flat,Chennai,1386.0,5149,8600000
2,Flat,Chennai,1000.0,6429,10000000
6,Villa,Chennai,5000.0,19386,55000000
4,Flat,Chennai,2145.0,5000,50000000
3,Flat,Chennai,1525.0,5514,9200000
3,Flat,Chennai,995.0,5411,3500000
2,Flat,Chennai,874.0,5346,4500000
10,House,Chennai,7000.0,7115,45000000
3,Flat,Chennai,954.0,4825,24000000
2,Flat,Chennai,800.0,14474,4930000
3,Flat,Chennai,1130.0,7500,9000000
2,Flat,Chennai,535.0,3708,2950000
2,Flat,Chennai,961.0,7314,5200000
3,Flat,Chennai,1272.0,5000,6800000
2,Flat,Chennai,875.0,5594,7200000
1,Flat,Chennai,560.0,6620,2750000
3,Flat,Chennai,1100.0,5449,16500000
2,Flat,Chennai,550.0,4800,4500000
2,Villa,Chennai,601.0,7177,4450000
3,Villa,Chennai,1040.0,12500,12500000
2,Flat,Chennai,930.0,5817,6200000
2,Flat,Chennai,858.0,10603,4800000
2,Flat,Chennai,620.0,4513,5700000
1,Flat,Chennai,624.0,20588,3400000
1,House,Chennai,875.0,5538,4200000
2,Flat,Chennai,878.0,5330,9000000
3,Flat,Chennai,1530.0,5211,11000000
2,House,Chennai,1500.0,11667,22500000
2,Flat,Chennai,765.0,10686,4450000
4,Flat,Chennai,1356.0,10014,22500000
2,House,Chennai,600.0,6417,4400000
3,Flat,Chennai,1700.0,11259,35000000
1,House,Chennai,600.0,16036,3600000
2,Flat,Chennai,938.0,9979,5000000
3,Villa,Chennai,1800.0,8571,9900000
2,Flat,Chennai,850.0,14964,14000000
2,Flat,Chennai,889.0,6055,9500000
3,Flat,Chennai,1468.0,5794,14700000
2,Villa,Chennai,1050.0,9459,7700000
2,Flat,Chennai,977.0,6263,11000000
2,House,Chennai,1100.0,7216,17600000
2,Flat,Chennai,780.0,7250,9500000
4,Villa,Chennai,3500.0,8416,30000000
3,Flat,Chennai,1537.0,5431,23000000
4,Villa,Chennai,1520.0,5896,9990000
3,Flat,Chennai,1080.0,6200,7300000
3,Flat,Chennai,1650.0,14000,17500000
2,Flat,Chennai,850.0,5762,6000000
2,Flat,Chennai,960.0,5376,7000000
2,Flat,Chennai,629.0,6086,6750000
2,Flat,Chennai,910.0,1298,8500000
3,Flat,Chennai,1381.0,3453,7500000
2,Flat,Chennai,700.0,11648,4770000
2,Flat,Chennai,1211.0,4703,7509999
2,Flat,Chennai,750.0,6300,13300000
5,House,Chennai,2000.0,6803,12100000
2,Flat,Chennai,651.0,4286,3500000
3,Flat,Chennai,1183.0,21307,7200000
1,Villa,Chennai,2080.0,44997,2700000
2,Flat,Chennai,724.0,6250,2500000
5,Villa,Chennai,6510.0,12546,67500000
2,Flat,Chennai,1212.0,18000,5700000
2,Flat,Chennai,900.0,6304,6509999
3,Flat,Chennai,1367.0,4854,9300000
2,Flat,Chennai,700.0,4685,3600000
3,House,Chennai,3130.0,4656,75000000
6,House,Chennai,2978.0,5667,134000000
3,Villa,Chennai,1800.0,7692,15000000
2,Flat,Chennai,906.0,6250,13500000
3,Flat,Chennai,1516.0,6367,27200000
3,Villa,Chennai,2300.0,3462,14500000
1,Flat,Chennai,515.0,6959,2500000
1,Flat,Chennai,495.0,4194,2200000
2,Flat,Chennai,555.0,5138,2600000
2,Flat,Chennai,900.0,7252,4600000
3,Villa,Chennai,1500.0,9130,8500000
3,Flat,Chennai,965.0,21199,14000000
3,Flat,Chennai,1426.0,16068,12000000
2,Flat,Chennai,1100.0,9804,7500000
2,Flat,Chennai,911.0,18750,5800000
2,Villa,Chennai,1300.0,5721,4500000
2,Flat,Chennai,934.0,5063,6500000
1,Flat,Chennai,620.0,6533,2600000
3,Flat,Chennai,1265.0,6500,6500000
2,Flat,Chennai,1110.0,5000,9500000
2,Flat,Chennai,985.0,24146,10500000
3,Flat,Chennai,1080.0,16283,12500000
2,Flat,Chennai,1341.0,15193,35000000
1,Flat,Chennai,329.0,16215,8500000
2,Flat,Chennai,638.0,7576,7500000
3,House,Chennai,1600.0,5691,30000000
2,Flat,Chennai,700.0,5718,4600000
1,Flat,Chennai,450.0,7184,2800000
2,Flat,Chennai,720.0,5909,4900000
3,Flat,Chennai,880.0,8929,8780000
2,Flat,Chennai,864.0,25518,5400000
3,Flat,Chennai,2050.0,6048,49500000
3,Flat,Chennai,1198.0,24462,29000000
7,House,Chennai,7200.0,13793,110000000
4,Flat,Chennai,2621.0,12039,42500000
2,Flat,Chennai,880.0,6491,7500000
2,Flat,Chennai,1353.0,6977,7700000
2,Flat,Chennai,700.0,20789,4700000
3,Flat,Chennai,1600.0,6441,12600000
2,Villa,Chennai,1000.0,5184,6500000
4,Villa,Chennai,4000.0,14846,37500000
3,Flat,Chennai,2935.0,19459,80000000
2,Flat,Chennai,644.0,9816,4500000
4,Flat,Chennai,2355.0,15000,62500000
3,House,Chennai,2900.0,8989,40000000
3,Flat,Chennai,1329.0,5798,16000000
3,Villa,Chennai,2265.0,6349,16000000
8,House,Chennai,4200.0,5106,30000000
4,Flat,Chennai,3800.0,5569,79000000
2,Flat,Chennai,661.0,16718,5700000
3,Villa,Chennai,1900.0,5950,9850000
2,Flat,Chennai,742.0,5835,12500000
3,Flat,Chennai,1600.0,10843,36000000
4,Flat,Chennai,1400.0,9091,16000000
4,House,Chennai,900.0,13154,18000000
3,Flat,Chennai,836.0,7500,15300000
2,Flat,Chennai,1000.0,6995,6500000
2,Flat,Chennai,650.0,6286,4800000
2,Villa,Chennai,1457.55,11155,5980000
4,Flat,Chennai,1457.55,8480,65000000
4,Villa,Coimbatore,2063.0,6922,16800000
3,Villa,Coimbatore,2319.0,8791,26400000
2,Villa,Coimbatore,1200.0,4792,5750000
3,Villa,Coimbatore,2319.0,8791,26400000
3,House,Coimbatore,1500.0,6889,11700000
3,House,Coimbatore,1500.0,6889,11700000
3,House,Coimbatore,1800.0,4394,8790000
3,Flat,Coimbatore,1098.0,5500,9040000
3,Flat,Coimbatore,1396.0,5229,7300000
4,Villa,Coimbatore,2680.0,6550,17500000
3,House,Coimbatore,1439.0,2467,3550000
3,Flat,Coimbatore,1460.0,5799,8470000
4,Villa,Coimbatore,1610.0,3789,6100000
4,Villa,Coimbatore,3048.0,9219,28100000
2,Villa,Coimbatore,700.0,4125,2890000
2,Villa,Coimbatore,1190.0,5083,6100000
3,Flat,Coimbatore,864.0,6370,7600000
3,Flat,Coimbatore,1235.0,4199,5190000
2,Flat,Coimbatore,994.0,4199,4170000
2,Flat,Coimbatore,1204.0,4568,5500000
3,House,Coimbatore,1500.0,5091,8400000
2,Flat,Coimbatore,1050.0,3757,3950000
3,Villa,Coimbatore,2888.0,7500,21600000
2,Flat,Coimbatore,1220.0,4508,5500000
2,Flat,Coimbatore,962.0,4299,4140000
3,Villa,Coimbatore,2261.0,5882,13300000
4,Villa,Coimbatore,4858.0,12865,62500000
3,Flat,Coimbatore,1643.0,5720,11000000
4,Villa,Coimbatore,1600.0,7383,9150000
3,Villa,Coimbatore,2099.0,7383,20000000
3,Villa,Coimbatore,2099.0,6875,20000000
2,Villa,Coimbatore,760.0,6169,5500000
3,Villa,Coimbatore,2075.0,5988,12800000
3,Flat,Coimbatore,1670.0,5517,10000000
3,Flat,Coimbatore,1450.0,3460,8000000
1,House,Coimbatore,600.0,5082,3000000
2,House,Coimbatore,1050.0,6875,6200000
3,Villa,Coimbatore,1250.0,12155,11000000
3,Flat,Coimbatore,1810.0,4136,22000000
2,House,Coimbatore,1620.0,3909,6700000
4,Villa,Coimbatore,2000.0,9375,8600000
3,House,Coimbatore,2560.0,4500,24000000
2,Flat,Coimbatore,1048.0,4695,6300000
4,House,Coimbatore,1560.0,5647,9000000
2,Flat,Coimbatore,371.0,6486,4800000
2,Flat,Coimbatore,910.0,7500,7200000
4,Villa,Coimbatore,4651.0,6900,34800000
2,Flat,Coimbatore,1016.0,3784,9740000
2,House,Coimbatore,1150.0,4318,5600000
3,House,Coimbatore,2200.0,6742,9500000
2,Flat,Coimbatore,1335.0,2857,9000000
4,House,Coimbatore,2000.0,7188,5710000
2,House,Coimbatore,1950.0,5686,20700000
2,Flat,Coimbatore,930.0,5238,5000000
3,Villa,Coimbatore,2200.0,5000,14500000
3,House,Coimbatore,1450.0,10131,11000000
2,Flat,Coimbatore,600.0,4217,3000000
3,Flat,Coimbatore,2000.0,2917,24000000
2,Villa,Coimbatore,720.0,5703,3500000
2,House,Coimbatore,1000.0,5822,3500000
2,Flat,Coimbatore,1052.0,4630,6000000
8,House,Coimbatore,4981.0,4444,29000000
2,House,Coimbatore,1110.0,11105,6250000
2,Flat,Coimbatore,814.0,4318,4000000
3,House,Coimbatore,1864.0,7273,20700000
4,House,Coimbatore,2200.0,3188,9500000
6,House,Coimbatore,5000.0,6279,40000000
2,House,Coimbatore,3450.0,5808,11000000
5,House,Coimbatore,3185.0,6338,20000000
3,Flat,Coimbatore,1894.0,7366,11000000
3,Flat,Coimbatore,1704.0,9375,10800000
2,Flat,Coimbatore,801.0,4629,5900000
2,House,Coimbatore,2000.0,8125,22500000
3,House,Coimbatore,1750.0,2955,8100000
2,House,Coimbatore,800.0,5091,6500000
1,House,Coimbatore,375.0,2604,1300000
1,Flat,Coimbatore,550.0,5963,2800000
10,House,Coimbatore,4500.0,5000,12500000
3,Flat,Coimbatore,1090.0,4224,6500000
4,House,Coimbatore,3300.0,2797,16500000
2,Flat,Coimbatore,1000.0,7738,3700000
2,House,Coimbatore,1400.0,10000,7300000
2,Flat,Coimbatore,840.0,9174,6500000
2,House,Coimbatore,1000.0,3883,10000000
1,House,Coimbatore,436.0,4918,4000000
3,House,Coimbatore,875.0,8696,6990000
4,House,Coimbatore,1830.0,5191,9000000
3,Villa,Coimbatore,2100.0,8787,20000000
2,House,Coimbatore,1180.0,6250,6800000
3,Flat,Coimbatore,1707.0,5582,15000000
3,House,Coimbatore,1200.0,13483,7500000
2,Flat,Coimbatore,1057.0,5565,5900000
5,House,Coimbatore,4450.0,8696,60000000
3,House,Coimbatore,1041.0,5833,9500000
4,Villa,Coimbatore,4100.0,8214,40000000
4,House,Coimbatore,2400.0,8232,14000000
3,Flat,Coimbatore,1400.0,5862,11500000
3,Villa,Coimbatore,1640.0,6436,13500000
2,House,Coimbatore,2000.0,4815,17000000
3,Villa,Coimbatore,1605.0,11111,9000000
2,House,Coimbatore,1010.0,7143,6500000
2,Villa,Coimbatore,1200.0,8500,6500000
3,Villa,Coimbatore,1800.0,6122,20000000
3,Villa,Coimbatore,2000.0,5643,15000000
2,Villa,Coimbatore,800.0,7917,8500000
3,Flat,Coimbatore,1470.0,5217,9000000
4,House,Coimbatore,1400.0,5833,7900000
3,Villa,Coimbatore,2400.0,4391,19000000
2,Flat,Coimbatore,850.0,4308,6000000
2,Flat,Coimbatore,960.0,5093,5600000
3,Flat,Coimbatore,1412.0,5602,6200000
2,House,Coimbatore,1000.0,5966,5600000
3,Villa,Coimbatore,2160.0,13103,11000000
2,Flat,Coimbatore,883.0,3409,7300000
2,Flat,Coimbatore,1123.0,4421,6700000
2,Flat,Coimbatore,777.0,2776,3800000
3,House,Coimbatore,1450.0,3130,19000000
4,House,Coimbatore,2200.0,8400,7500000
2,House,Coimbatore,950.0,8500,4200000
4,House,Coimbatore,2800.0,5174,12000000
2,House,Coimbatore,1605.0,4697,7200000
4,House,Coimbatore,2500.0,6300,21000000
6,House,Coimbatore,2100.0,5200,8500000
10,House,Coimbatore,4600.0,24865,23800000
2,House,Coimbatore,1050.0,7765,5200000
5,House,Coimbatore,3200.0,4815,15500000
2,Flat,Coimbatore,900.0,6299,6300000
2,House,Coimbatore,1000.0,3625,5200000
3,Flat,Coimbatore,1110.0,4906,27599999
2,House,Coimbatore,810.0,4833,6600000
3,Flat,Coimbatore,1350.0,7038,6500000
1,Flat,Coimbatore,529.0,4851,4770000
3,House,Coimbatore,1250.0,5133,8700000
3,Villa,Coimbatore,1500.0,5760,13000000
3,House,Coimbatore,1200.0,5636,5800000
2,Villa,Coimbatore,650.0,2755,4570000
2,House,Coimbatore,1010.0,10889,4900000
2,Villa,Coimbatore,1092.0,4409,3850000
3,Villa,Coimbatore,2170.0,4500,12500000
2,Flat,Coimbatore,950.0,6750,6200000
2,House,Coimbatore,1500.0,4500,6800000
2,House,Coimbatore,1600.0,6500,9800000
2,House,Coimbatore,900.0,7231,4850000
2,House,Coimbatore,1300.0,8891,5850000
3,Villa,Coimbatore,3550.0,11538,29000000
2,Villa,Coimbatore,850.0,3833,4500000
6,Villa,Coimbatore,5000.0,11111,32500000
3,Villa,Coimbatore,3093.0,12858,27500000
5,House,Coimbatore,6000.0,6111,75000000
2,House,Coimbatore,1100.0,6652,4600000
2,Flat,Coimbatore,1620.0,6316,18000000
2,Villa,Coimbatore,1250.0,6071,5800000
5,Villa,Coimbatore,4620.0,3125,40000000
1,House,Coimbatore,900.0,6490,5500000
5,House,Coimbatore,4480.0,7654,29800000
2,House,Coimbatore,200.0,12500,6000000
2,Flat,Coimbatore,1400.0,6386,8500000
6,House,Coimbatore,3200.0,4512,10000000
3,Flat,Coimbatore,1200.0,4861,9800000
2,House,Coimbatore,1300.0,4556,20000000
3,House,Coimbatore,1650.0,9251,12500000
4,Villa,Coimbatore,3200.0,5505,40000000
3,Flat,Coimbatore,1331.0,5217,8500000
2,House,Coimbatore,28.0,6641,5730000
5,Villa,Coimbatore,3600.0,5833,17500000
3,Villa,Coimbatore,1800.0,8333,8200000
3,Flat,Coimbatore,2100.0,5917,22000000
2,House,Coimbatore,1308.0,7373,7200000
2,House,Coimbatore,800.0,4667,6000000
2,House,Coimbatore,1929.0,6944,7000000
6,House,Coimbatore,3000.0,4500,17500000
6,House,Coimbatore,3000.0,7855,25000000
3,House,Coimbatore,1020.0,5703,7100000
3,Flat,Coimbatore,1401.0,7530,10300000
2,House,Coimbatore,873.0,7945,6300000
3,Flat,Coimbatore,1800.0,5462,12500000
2,Flat,Coimbatore,1295.0,6333,5830000
3,Flat,Coimbatore,1600.0,6250,15200000
2,Flat,Coimbatore,1052.0,7083,6000000
4,Villa,Coimbatore,3971.0,3912,29900000
4,House,Coimbatore,2530.0,9706,20099999
2,Flat,Coimbatore,1190.0,5241,6500000
2,Villa,Coimbatore,120.0,3571,3800000
3,House,Coimbatore,1300.0,3438,10000000
2,Flat,Coimbatore,1632.0,7592,8500000
3,Flat,Coimbatore,950.0,5882,8700000
5,House,Coimbatore,1700.0,5455,16500000
3,Villa,Coimbatore,1260.0,3857,7600000
4,Villa,Coimbatore,2000.0,4538,7500000
4,House,Coimbatore,1600.0,7018,5500000
3,Flat,Coimbatore,1073.0,10000,10500000
3,Flat,Coimbatore,1700.0,7204,10000000
2,Flat,Coimbatore,900.0,8278,6000000
3,House,Coimbatore,1400.0,5059,5400000
3,Villa,Coimbatore,1750.0,6667,8350000
5,House,Coimbatore,3418.0,8586,25000000
3,Flat,Coimbatore,1539.0,6538,10800000
2,Flat,Coimbatore,1000.0,6600,10000000
2,Villa,Coimbatore,930.0,5370,6700000
2,House,Coimbatore,1045.0,4429,8650000
3,House,Coimbatore,1050.0,14773,8600000
2,House,Coimbatore,980.0,6971,7200000
5,Villa,Coimbatore,4700.0,4912,42500000
3,House,Coimbatore,2500.0,6136,17000000
2,Flat,Coimbatore,802.0,3500,7609999
2,House,Coimbatore,900.0,1333,5800000
3,House,Coimbatore,1750.0,1657,7750000
5,House,Coimbatore,4200.0,4194,65000000
3,Flat,Coimbatore,1470.0,4923,13000000
2,Flat,Coimbatore,1140.0,982,5600000
3,House,Coimbatore,2200.0,4071,13500000
2,House,Coimbatore,2200.0,2642,7700000
2,House,Coimbatore,1200.0,3998,1600000
1,Villa,Coimbatore,1740.0,5695,2900000
2,Villa,Coimbatore,1550.0,2950,6500000
3,House,Coimbatore,1950.0,4865,9600000
2,House,Coimbatore,1774.0,7222,1739999
2,Villa,Coimbatore,980.0,6885,3990000
3,House,Coimbatore,1737.0,6439,3300000
2,Flat,Coimbatore,1060.0,3333,2800000
2,Flat,Coimbatore,1876.0,6352,7500000
3,Villa,Coimbatore,2950.0,5484,16800000
4,House,Coimbatore,1600.0,4341,4720000
2,Flat,Coimbatore,100.0,4283,4500000
3,Villa,Coimbatore,1700.0,3448,13000000
2,Flat,Coimbatore,937.0,6667,8000000
3,Flat,Coimbatore,1553.0,2375,10000000
4,Flat,Coimbatore,2850.0,5229,9500000
2,Flat,Coimbatore,1150.0,3611,8580000
3,House,Coimbatore,1650.0,5909,8500000
2,House,Coimbatore,910.0,4944,3950000
2,Flat,Coimbatore,934.0,5397,4000000
2,Flat,Coimbatore,1160.0,5500,4000000
2,House,Coimbatore,1100.0,6389,8000000
1,House,Coimbatore,750.0,2954,1900000
3,Flat,Coimbatore,918.0,7273,6500000
2,House,Coimbatore,720.0,4783,2600000
3,House,Coimbatore,1100.0,2952,6500000
3,Villa,Coimbatore,1800.0,2955,8900000
3,House,Coimbatore,3150.0,5238,17000000
2,House,Coimbatore,1000.0,7500,5500000
2,House,Coimbatore,1800.0,2952,11500000
3,House,Coimbatore,1950.0,2950,5760000
4,Villa,Coimbatore,3000.0,5577,40000000
5,Villa,Coimbatore,2300.0,4623,11000000
4,House,Coimbatore,1724.0,2950,5090000
2,House,Coimbatore,1100.0,2950,3250000
3,House,Coimbatore,2100.0,6000,11000000
2,House,Coimbatore,1200.0,4615,9000000
5,House,Coimbatore,4000.0,2707,11800000
2,House,Coimbatore,1400.0,3794,4129999
5,House,Coimbatore,3000.0,1614,15000000
3,House,Coimbatore,2600.0,2951,14500000
2,Flat,Coimbatore,1060.0,4667,4900000
3,House,Coimbatore,1000.0,4000,2950000
9,House,Coimbatore,2400.0,5000,7080000
4,House,Coimbatore,2400.0,8618,15000000
2,House,Coimbatore,1300.0,8947,6000000
2,House,Coimbatore,1762.0,5746,4770000
2,Flat,Coimbatore,738.0,4324,2800000
2,House,Coimbatore,1115.0,4730,1800000
4,House,Coimbatore,1945.0,4416,5740000
2,Flat,Coimbatore,1050.0,4692,4900000
4,House,Coimbatore,1300.0,7700,6000000
3,House,Coimbatore,500.0,7988,6000000
3,Villa,Coimbatore,1200.0,10317,7800000
4,House,Coimbatore,2248.0,6731,23500000
2,House,Coimbatore,950.0,5996,8500000
2,House,Coimbatore,596.0,7243,4200000
2,Flat,Coimbatore,1295.0,6346,5600000
2,Flat,Coimbatore,1104.0,12075,7900000
4,House,Coimbatore,2500.0,3467,17500000
2,House,Coimbatore,1600.0,15060,8500000
2,Flat,Coimbatore,1000.0,3611,4950000
3,Flat,Coimbatore,1948.0,3846,15000000
2,Flat,Coimbatore,1039.0,4583,8300000
3,Flat,Coimbatore,1260.0,2933,13000000
4,House,Coimbatore,2600.0,6473,17500000
2,Flat,Coimbatore,1084.0,5278,6500000
3,Villa,Coimbatore,1850.0,7964,13400000
3,House,Coimbatore,2500.0,3556,16500000
3,House,Coimbatore,2500.0,10174,32000000
2,House,Coimbatore,600.0,3875,2600000
2,House,Coimbatore,810.0,11111,4600000
4,Villa,Coimbatore,200.0,2952,15000000
2,Villa,Coimbatore,1000.0,3333,5500000
3,House,Coimbatore,1673.31,4495,50000000
4,Villa,Coimbatore,1673.31,3867,31500000
2,Flat,Cuttack,1190.0,5357,6380000
2,Flat,Cuttack,1016.0,6800,6909999
3,Flat,Cuttack,1537.0,5400,8300000
3,Villa,Cuttack,1800.0,9993,15000000
3,Flat,Cuttack,988.0,5250,9150000
2,Flat,Cuttack,640.0,6593,6000000
3,Flat,Cuttack,745.0,6400,6400000
3,Flat,Cuttack,1776.0,7000,11299999
2,Flat,Cuttack,1016.0,5300,7109999
3,Flat,Cuttack,982.0,6047,7950000
2,Flat,Cuttack,1235.0,5399,7470000
3,Flat,Cuttack,1537.0,5449,8300000
3,Flat,Cuttack,1560.0,5046,8500000
3,Flat,Cuttack,800.0,5600,6559999
3,Flat,Cuttack,1488.0,4579,8330000
3,Flat,Cuttack,981.0,5350,8070000
2,Flat,Cuttack,723.0,6800,5360000
3,Flat,Cuttack,850.0,4545,7959999
2,Flat,Cuttack,630.0,5500,6909999
3,Villa,Cuttack,3000.0,11483,15000000
2,Flat,Cuttack,770.0,6800,6270000
2,Flat,Cuttack,627.0,5100,7200000
2,Flat,Cuttack,785.0,5500,8080000
2,Flat,Cuttack,665.0,5400,5360000
2,Flat,Cuttack,660.0,7143,6750000
3,Flat,Cuttack,866.0,5263,8300000
3,Flat,Cuttack,1400.0,7000,10000000
2,Flat,Cuttack,950.0,1876,6000000
3,Flat,Cuttack,645.0,5360,8500000
3,Flat,Cuttack,1742.0,10000,12100000
2,Flat,Cuttack,500.0,5620,1500000
2,House,Cuttack,1200.0,7422,7000000
3,House,Cuttack,1100.0,6800,11000000
3,Flat,Cuttack,1300.0,12308,9700000
3,Flat,Cuttack,1280.0,15000,9500000
3,Flat,Cuttack,1250.0,2755,8500000
